0.62753	0.55623	0.16192
0.61981	0.5604	0.15009
0.58227	0.56726	0.14128
0.55385	0.55905	0.13356
0.55979	0.55913	0.10058
0.59278	0.56187	0.10769
0.58472	0.55033	0.15975
0.54737	0.54293	0.14837
0.56591	0.5454	0.081361
0.58465	0.53518	0.16564
0.64046	0.53442	0.14641
0.63468	0.5408	0.12102
0.58908	0.53165	0.076165
0.50159	0.52684	0.11921
0.66147	0.53115	0.13932
0.50703	0.52713	0.085159
0.63303	0.52769	0.097807
0.68064	0.52234	0.14838
0.63601	0.52143	0.15942
0.49046	0.53046	0.10012
0.45173	0.53479	0.078196
0.41949	0.52831	0.066581
0.53441	0.52436	0.069556
0.46348	0.52718	0.0096494
0.50705	0.52069	0.06805
0.45186	0.53166	0.027438
0.4596	0.52098	0.13331
0.66933	0.52247	0.17188
0.39403	0.51497	0.099805
0.40891	0.51919	-0.0019825
0.39191	0.51965	0.05324
0.68238	0.5018	0.16134
0.50353	0.50707	0.14586
0.4933	0.50463	0.0059262
0.63507	0.51207	0.16109
0.66655	0.49162	0.12363
0.54207	0.51133	0.1543
0.66658	0.50114	0.16867
0.52244	0.50141	0.055336
0.57204	0.50193	0.058368
0.4407	0.51192	-0.026239
0.64662	0.50042	0.093806
0.40013	0.49902	0.13173
0.47653	0.49588	-0.028871
0.3637	0.50878	0.052381
0.45474	0.49891	0.15931
0.65956	0.48292	0.1417
0.64334	0.4931	0.15631
0.37856	0.4894	-0.030921
0.33125	0.48748	0.03326
0.34074	0.49431	0.07358
0.60369	0.4749	0.14737
0.51267	0.48783	0.15026
0.66113	0.47629	0.089218
0.61903	0.49013	0.068813
0.68028	0.46779	0.10902
0.64219	0.47392	0.14472
0.57683	0.47957	0.049359
0.68438	0.46079	0.13413
0.45136	0.48514	-0.045864
0.40759	0.47632	-0.049943
0.33271	0.47731	0.097783
0.44861	0.48222	0.16593
0.39947	0.47341	0.14837
0.35049	0.4723	0.12108
0.35626	0.49417	0.002718
0.53523	0.46576	0.042523
0.66222	0.45774	0.14313
0.64399	0.46592	0.0691
0.68313	0.45552	0.11656
0.48892	0.46077	0.14687
0.318	0.4766	0.056435
0.52024	0.46845	0.0087303
0.37925	0.46375	-0.04682
0.44639	0.47373	0.16353
0.53903	0.45443	0.13933
0.50016	0.44296	-0.038145
0.56185	0.44907	0.041379
0.32099	0.45883	-0.0031444
0.47811	0.44795	-0.05237
0.59835	0.43709	0.04235
0.67071	0.42625	0.086553
0.30274	0.45664	0.046235
0.64405	0.44271	0.067814
0.33918	0.45297	-0.023991
0.38089	0.45156	0.13977
0.43305	0.44075	-0.064055
0.39818	0.44528	0.13127
0.31501	0.45322	0.097599
0.67156	0.43011	0.1203
0.67527	0.43127	0.11119
0.62301	0.43187	0.12806
0.39586	0.44264	-0.060423
0.35892	0.4294	-0.043254
0.29871	0.44289	0.032334
0.54092	0.41902	0.039795
0.34329	0.44252	0.12926
0.5273	0.42104	0.0070103
0.59199	0.41472	0.12039
0.30613	0.43487	-0.0050506
0.45116	0.41933	-0.05804
0.55077	0.41458	0.044613
0.34807	0.41926	0.126
0.32812	0.42187	-0.031048
0.29281	0.42738	0.069124
0.36683	0.41085	0.11228
0.66685	0.40159	0.11288
0.27445	0.42352	0.017983
0.48646	0.40847	-0.025851
0.52996	0.40431	0.11709
0.59391	0.41303	0.046671
0.38152	0.39987	-0.051823
0.4108	0.41821	0.11309
0.33048	0.42028	0.12079
0.63448	0.41024	0.060422
0.41511	0.41134	-0.060897
0.67247	0.39812	0.093539
0.29756	0.41479	0.079209
0.25698	0.4078	0.051597
0.65212	0.39074	0.094409
0.53043	0.39219	0.035886
0.58731	0.39269	0.070069
0.30818	0.40371	0.095218
0.62655	0.39575	0.070604
0.62356	0.39296	0.10421
0.54789	0.39467	0.064077
0.38553	0.3765	0.090584
0.24477	0.39957	-0.0060835
0.2375	0.39729	0.016561
0.5731	0.39817	0.10613
0.53701	0.38913	0.10413
0.58662	0.39022	0.08443
0.3406	0.40932	-0.041756
0.42363	0.3856	-0.041288
0.2807	0.3933	-0.046451
0.54463	0.38803	0.084847
0.35984	0.38573	-0.049224
0.50989	0.38019	0.011151
0.47755	0.37533	0.10015
0.23773	0.3695	0.072551
0.34282	0.38348	0.11257
0.2169	0.3715	0.042089
0.22146	0.38952	-0.028269
0.27035	0.3828	0.078491
0.51445	0.37019	0.10489
0.31529	0.37595	0.082125
0.32673	0.37721	-0.063438
0.2599	0.38854	-0.062734
0.31328	0.37444	-0.073466
0.51807	0.36187	0.069124
0.21019	0.37938	0.0073396
0.41465	0.36915	-0.034974
0.51313	0.36707	0.037816
0.29772	0.36627	0.072384
0.49326	0.35794	0.025249
0.3039	0.36499	-0.084184
0.37084	0.35024	-0.049242
0.33931	0.35639	-0.075532
0.47304	0.34404	0.083101
0.22515	0.35781	-0.057372
0.46096	0.34398	0.090945
0.41105	0.35397	0.083854
0.33638	0.35752	0.077667
0.45657	0.36497	-0.013124
0.46823	0.35067	0.018171
0.36439	0.35442	0.096477
0.38524	0.34852	0.085634
0.31176	0.34766	0.067483
0.38255	0.34757	-0.037236
0.40998	0.35091	-0.019411
0.47905	0.34569	0.059687
0.21589	0.32877	0.070284
0.20335	0.35642	-0.028863
0.42073	0.3362	0.081481
0.3939	0.33375	0.073869
0.25033	0.34519	-0.074743
0.37862	0.33711	0.06421
0.43977	0.33346	0.077721
0.37603	0.32625	-0.020971
0.1915	0.32986	0.032293
0.40898	0.33887	-0.00046265
0.21908	0.33662	-0.072682
0.33374	0.32666	-0.075133
0.38146	0.32828	0.024516
0.35777	0.33446	0.054221
0.4339	0.33338	0.045025
0.29957	0.33664	-0.085781
0.40979	0.33086	0.052057
0.1907	0.33549	-0.039
0.36591	0.31277	-0.0045931
0.19962	0.32987	-0.076055
0.29677	0.31952	-0.093074
0.2425	0.34051	0.077162
0.36033	0.30846	0.015076
0.17885	0.31226	-0.074217
0.35815	0.30898	-0.043063
0.34289	0.32694	0.057052
0.16597	0.3057	-0.049193
0.34811	0.30847	0.041687
0.3178	0.30282	-0.085782
0.18002	0.31929	0.0016988
0.25186	0.30846	-0.10466
0.18992	0.30619	-0.09379
0.21906	0.3155	-0.10646
0.27477	0.30469	-0.1147
-0.77707	0.35814	0.18191
-0.77828	0.37669	0.11924
0.34884	0.30437	-0.056953
-0.75382	0.37078	0.12361
0.24266	0.29782	0.071023
-0.77845	0.36949	0.10003
-0.7477	0.35674	0.16564
-0.78951	0.36825	0.12081
0.17654	0.28255	0.028069
-0.77532	0.35393	0.043887
-0.73474	0.35633	0.12303
-0.78363	0.35292	0.056265
0.33471	0.27191	-0.071982
-0.65799	0.34678	-0.015543
-0.6072	0.34379	-0.0097326
0.20973	0.28873	0.065521
-0.80342	0.32699	0.15392
